atlas_id,roi_uid,roi_original_index,global_original_column,roi_name,roi_label,description,hemisphere,network,x,y,z,metadata_source,metadata_version,metadata_license,metadata_sha256
AAL116,aal116:roi001,1,1,Precentral_L,1,,L,,-39.649570526016895,-5.683325051465886,50.944203875913956,dpabi/aal_Labels.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9cf75aa1026c0ad8ff7237e0bbc8c0ca4f7c4039a050dc8a21a7216d19033569
AAL116,aal116:roi002,2,2,Precentral_R,2,,R,,40.37456574765318,-8.213060832286203,52.0920245398773,dpabi/aal_Labels.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9cf75aa1026c0ad8ff7237e0bbc8c0ca4f7c4039a050dc8a21a7216d19033569
AAL116,aal116:roi003,3,3,Frontal_Sup_L,3,,L,,-19.4456856302957,34.80812726958325,42.20172920629432,dpabi/aal_Labels.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9cf75aa1026c0ad8ff7237e0bbc8c0ca4f7c4039a050dc8a21a7216d19033569
AAL116,aal116:roi004,4,4,Frontal_Sup_R,4,,R,,20.899716413724335,31.120103462245623,43.81535728754402,dpabi/aal_Labels.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9cf75aa1026c0ad8ff7237e0bbc8c0ca4f7c4039a050dc8a21a7216d19033569
AAL116,aal116:roi005,5,5,Frontal_Sup_Orb_L,5,,L,,-17.560360595766923,47.32466684086751,-13.306767703161746,dpabi/aal_Labels.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9cf75aa1026c0ad8ff7237e0bbc8c0ca4f7c4039a050dc8a21a7216d19033569
AAL116,aal116:roi006,6,6,Frontal_Sup_Orb_R,6,,R,,17.494719429952923,48.09797684183738,-14.020104338974427,dpabi/aal_Labels.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9cf75aa1026c0ad8ff7237e0bbc8c0ca4f7c4039a050dc8a21a7216d19033569
AAL116,aal116:roi007,7,7,Frontal_Mid_L,7,,L,,-34.43179587831207,32.731832033469345,35.45558080677651,dpabi/aal_Labels.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9cf75aa1026c0ad8ff7237e0bbc8c0ca4f7c4039a050dc8a21a7216d19033569
AAL116,aal116:roi008,8,8,Frontal_Mid_R,8,,R,,36.594838262247976,33.061921038291956,34.03509684450388,dpabi/aal_Labels.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9cf75aa1026c0ad8ff7237e0bbc8c0ca4f7c4039a050dc8a21a7216d19033569
AAL116,aal116:roi009,9,9,Frontal_Mid_Orb_L,9,,L,,-31.645669291338585,50.42969628796399,-9.618953880764906,dpabi/aal_Labels.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9cf75aa1026c0ad8ff7237e0bbc8c0ca4f7c4039a050dc8a21a7216d19033569
AAL116,aal116:roi010,10,10,Frontal_Mid_Orb_R,10,,R,,32.18170534938562,52.58793595631127,-10.731165446195853,dpabi/aal_Labels.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9cf75aa1026c0ad8ff7237e0bbc8c0ca4f7c4039a050dc8a21a7216d19033569
